description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric,WEB,brand,CLASIFICACION
Bebida Frutaris Sabor Frutas Cítricas Botella 500ml,S/ 1.20,wong,BEBIDA DE FRUTA ENVASADA,2024-12-04 20:57:51.234171,500.0,ml,Bebida Frutaris Sabor Frutas Cítricas Botella,1.2,wong,,BEBIDA DE FRUTA ENVASADA
"Bebida De Naranja, Mandarina y Limón Citrus Punch Tampico Botella 500 ml",S/ 1.70,metro,BEBIDA DE FRUTA ENVASADA,2024-12-04 22:28:47.703244,500.0,ml,"Bebida De Naranja, Mandarina y Limón Citrus Punch Tampico Botella",1.7,metro,,BEBIDA DE FRUTA ENVASADA
Bebida de Té Verde Sabor Limón Leaf Tea Botella 400 ml,S/ 1.70,metro,BEBIDA DE FRUTA ENVASADA,2024-12-04 22:28:47.703244,400.0,ml,Bebida de Té Verde Sabor Limón Leaf Tea Botella,1.7,metro,,BEBIDA DE FRUTA ENVASADA
Bebida UHT Sabor Chocolate Choco Vigor Bolsa 250ml,S/ 1.80,metro,BEBIDA DE FRUTA ENVASADA,2024-12-04 22:28:47.703244,250.0,ml,Bebida UHT Sabor Chocolate Choco Vigor Bolsa,1.8,metro,,BEBIDA DE FRUTA ENVASADA
Bebida H20H Limoneto Botella 500 ml,S/ 1.80,wong,BEBIDA DE FRUTA ENVASADA,2024-12-04 20:57:51.234171,500.0,ml,Bebida H20H Limoneto Botella,1.8,wong,,BEBIDA DE FRUTA ENVASADA
Bebida H20H Limoneto Botella 500 ml,S/ 1.80,metro,BEBIDA DE FRUTA ENVASADA,2024-12-04 22:28:47.703244,500.0,ml,Bebida H20H Limoneto Botella,1.8,metro,,BEBIDA DE FRUTA ENVASADA
Bebida Láctea Laive Yopi Shake Sabor Fresa 180g,S/ 1.99,metro,BEBIDA DE FRUTA ENVASADA,2024-12-04 22:28:47.703244,180.0,g,Bebida Láctea Laive Yopi Shake Sabor Fresa,1.99,metro,,BEBIDA DE FRUTA ENVASADA
Bebida Rehidratante ELECTROLIGHT Manzana Botella 475ml,S/ 2.10,vivanda,BEBIDA DE FRUTA ENVASADA,2024-12-04 18:20:33.841173,475.0,ml,Bebida Rehidratante ELECTROLIGHT Manzana Botella,2.1,vivanda,ELECTROLIGHT,BEBIDA DE FRUTA ENVASADA
"Bebida de Piña, Papaya, Naranja y Plátano Gloria Caja 500ml",S/ 2.10,metro,BEBIDA DE FRUTA ENVASADA,2024-12-04 22:28:47.703244,500.0,ml,"Bebida de Piña, Papaya, Naranja y Plátano Gloria Caja",2.1,metro,,BEBIDA DE FRUTA ENVASADA
Bebida Con Gas San Luis Manzana Botella 625ml,S/ 2.20,wong,BEBIDA DE FRUTA ENVASADA,2024-12-04 20:57:51.234171,625.0,ml,Bebida Con Gas San Luis Manzana Botella,2.2,wong,,BEBIDA DE FRUTA ENVASADA
Bebida Con Gas San Luis Maracuyá Botella 625ml,S/ 2.20,wong,BEBIDA DE FRUTA ENVASADA,2024-12-04 20:57:51.234171,625.0,ml,Bebida Con Gas San Luis Maracuyá Botella,2.2,wong,,BEBIDA DE FRUTA ENVASADA
Bebida de Agua San Luis Sabor Limón Botella 625ml,S/ 2.20,metro,BEBIDA DE FRUTA ENVASADA,2024-12-04 22:28:47.703244,625.0,ml,Bebida de Agua San Luis Sabor Limón Botella,2.2,metro,,BEBIDA DE FRUTA ENVASADA
Bebida Sabor Piña con Kión San Luis Botella 625ml,S/ 2.20,wong,BEBIDA DE FRUTA ENVASADA,2024-12-04 20:57:51.234171,625.0,ml,Bebida Sabor Piña con Kión San Luis Botella,2.2,wong,,BEBIDA DE FRUTA ENVASADA
Bebida en Polvo Clight Sin Calorías Sabor Limón 14g,S/ 2.30,wong,BEBIDA DE FRUTA ENVASADA,2024-12-04 20:57:51.234171,14.0,g,Bebida en Polvo Clight Sin Calorías Sabor Limón,2.3,wong,,BEBIDA DE FRUTA ENVASADA
Bebida en Polvo Clight Sin Calorías Sabor Naranja 14g,S/ 2.30,metro,BEBIDA DE FRUTA ENVASADA,2024-12-04 22:28:47.703244,14.0,g,Bebida en Polvo Clight Sin Calorías Sabor Naranja,2.3,metro,,BEBIDA DE FRUTA ENVASADA
