description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric,WEB,unit,brand,CLASIFICACION
Granadilla Oxapampa x unidad,S/ 0.90 un,plaza_vea,TUNA,2024-12-04 13:59:48.544219,1.0,un,Granadilla Oxapampa ad,0.9,plaza_vea,Paquete 1un,,TUNA
Sandía,S/ 1.29 x kg,plaza_vea,TUNA,2024-12-04 13:59:48.544219,2.5,kg,Sandía,1.29,plaza_vea,Presentación 2.5 kg aprox.,,TUNA
Aguaymanto BELL'S Bandeja 100g,S/ 1.99 un,plaza_vea,TUNA,2024-12-04 13:59:48.544219,100.0,g,Aguaymanto BELL'S Bandeja,1.99,plaza_vea,Bandeja 100g,,TUNA
Naranja para Jugo,S/ 2.39 x kg,plaza_vea,TUNA,2024-12-04 13:59:48.544219,1.0,kg,Naranja para Jugo,2.39,plaza_vea,Presentación 1 kg aprox.,,TUNA
Mango Kent x kg,S/ 2.40 x kg,plaza_vea,TUNA,2024-12-04 13:59:48.544219,0.6,kg,Mango Kent,2.4,plaza_vea,Presentación 0.6 kg aprox.,,TUNA
Infusiones Muña HUERTO DEL EDEN Caja 25 Und,S/ 2.60,vega,TUNA,2024-12-04 14:03:41.619820,25.0,un,Infusiones Muña HUERTO DEL EDEN Caja d,2.6,vega,,Huerto Del Eden,TUNA
Piña Hawai,S/ 2.69 x kg,plaza_vea,TUNA,2024-12-04 13:59:48.544219,2.0,kg,Piña Hawai,2.69,plaza_vea,Presentación 2 kg aprox.,,TUNA
Plátano de Seda,S/ 2.79 x kg,plaza_vea,TUNA,2024-12-04 13:59:48.544219,1.0,kg,Plátano de Seda,2.79,plaza_vea,Presentación 1 kg aprox.,,TUNA
Mango Haden,S/ 2.80 x kg,plaza_vea,TUNA,2024-12-04 13:59:48.544219,0.4,kg,Mango Haden,2.8,plaza_vea,Presentación 0.4 kg aprox.,,TUNA
Cereal VEGA Bolitas Sabor a Chocolate Bolsa 140g,S/ 2.90,vega,ACEITUNA DE BOTIJA,2024-12-04 14:19:46.747911,140.0,g,Cereal VEGA Bolitas Sabor a Chocolate Bolsa,2.9,vega,,Vega,TUNA
Mango Edward,S/ 2.90 x kg,plaza_vea,TUNA,2024-12-04 13:59:48.544219,0.6,kg,Mango Edward,2.9,plaza_vea,Presentación 0.6 kg aprox.,,TUNA
Melón Coquito,S/ 3.29 x kg,plaza_vea,TUNA,2024-12-04 13:59:48.544219,1.2,kg,Melón Coquito,3.29,plaza_vea,Presentación 1.2 kg aprox.,,TUNA
Blueberries BELL'S FRESCOS Bandeja 100g,S/ 3.29 un,plaza_vea,TUNA,2024-12-04 13:59:48.544219,100.0,g,Blueberries BELL'S FRESCOS Bandeja,3.29,plaza_vea,Bandeja 100g,,TUNA
Sandía Amarilla x kg,S/ 3.49 x kg,plaza_vea,TUNA,2024-12-04 13:59:48.544219,1.0,kg,Sandía Amarilla,3.49,plaza_vea,Presentación 1 kg aprox.,,TUNA
Papaya,S/ 3.50 x kg,plaza_vea,TUNA,2024-12-04 13:59:48.544219,1.5,kg,Papaya,3.5,plaza_vea,Presentación 1.5 kg aprox.,,TUNA
Gel Dental Chicle Globo Tubo 85g,S/ 4,tottus,TUNA,2024-12-04 13:34:07.416421,85.0,g,Gel Dental Chicle Globo Tubo,4.0,tottus,,DENTITO,TUNA
Aceitunas Enteras en Conserva OLIVALLE Botija ...,S/ 4 un,plaza_vea,ACEITUNA DE BOTIJA,2024-12-04 14:14:06.643937,180.0,g,Aceitunas Enteras en Conserva OLIVALLE Botija,4.0,plaza_vea,Doypack 180g,,TUNA
Gel Dental Chicha Morada Tubo 85g,S/ 4,tottus,TUNA,2024-12-04 13:34:07.416421,85.0,g,Gel Dental Chicha Morada Tubo,4.0,tottus,,DENTITO,TUNA
